OrderDate,ProductKey,Country,EnglishProductName,SalesAmount,UnitPrice,OrderQuantity,TaxAmt,TotalProductCost
05/01/2016,363,France,"Mountain-200 Black, 46",2294.99,2294.99,1,183.5992,1251.9813
05/01/2016,225,India,AWC Logo Cap,8.99,8.99,1,0.7192,6.9223
05/01/2016,530,France,Touring Tire Tube,4.99,4.99,1,0.3992,1.8663
05/01/2016,353,India,"Mountain-200 Silver, 38",2319.99,2319.99,1,185.5992,1265.6195
05/01/2016,217,France,"Sport-100 Helmet, Black",34.99,34.99,1,2.7992,13.0863
05/01/2016,359,Australia,"Mountain-200 Black, 38",2294.99,2294.99,1,183.5992,1251.9813
05/01/2016,490,United States,"Short-Sleeve Classic Jersey, L",53.99,53.99,1,4.3192,41.5723
05/01/2016,214,United States,"Sport-100 Helmet, Red",34.99,34.99,1,2.7992,13.0863
05/01/2016,529,Italy,Road Tire Tube,3.99,3.99,1,0.3192,1.4923
05/01/2016,477,India,Water Bottle - 30 oz.,4.99,4.99,1,0.3992,1.8663
05/01/2016,528,Germany,Mountain Tire Tube,4.99,4.99,1,0.3992,1.8663
05/01/2016,487,United States,Hydration Pack - 70 oz.,54.99,54.99,1,4.3992,20.5663
05/01/2016,353,Germany,"Mountain-200 Silver, 38",2319.99,2319.99,1,185.5992,1265.6195
05/01/2016,541,India,Touring Tire,28.99,28.99,1,2.3192,10.8423
06/01/2016,312,Canada,"Road-150 Red, 48",3578.27,3578.27,1,286.2616,2171.2942
06/01/2016,328,Australia,"Road-650 Red, 48",699.0982,699.0982,1,55.9279,413.1463
06/01/2016,369,Germany,"Road-250 Red, 48",2443.35,2443.35,1,195.468,1518.7864
06/01/2016,222,Australia,"Sport-100 Helmet, Blue",34.99,34.99,1,2.7992,13.0863
06/01/2016,528,France,Mountain Tire Tube,4.99,4.99,1,0.3992,1.8663
06/01/2016,225,France,AWC Logo Cap,8.99,8.99,1,0.7192,6.9223
06/01/2016,528,Canada,Mountain Tire Tube,4.99,4.99,1,0.3992,1.8663
06/01/2016,214,Germany,"Sport-100 Helmet, Red",34.99,34.99,1,2.7992,13.0863
06/01/2016,214,Australia,"Sport-100 Helmet, Red",34.99,34.99,1,2.7992,13.0863
06/01/2016,535,Italy,LL Mountain Tire,24.99,24.99,1,1.9992,9.3463
06/01/2016,222,India,"Sport-100 Helmet, Blue",34.99,34.99,1,2.7992,13.0863
06/01/2016,535,Canada,LL Mountain Tire,24.99,24.99,1,1.9992,9.3463
06/01/2016,536,India,ML Mountain Tire,29.99,29.99,1,2.3992,11.2163
06/01/2016,214,Italy,"Sport-100 Helmet, Red",34.99,34.99,1,2.7992,13.0863
06/01/2016,225,Italy,AWC Logo Cap,8.99,8.99,1,0.7192,6.9223
06/01/2016,535,Italy,LL Mountain Tire,24.99,24.99,1,1.9992,9.3463
06/01/2016,529,India,Road Tire Tube,3.99,3.99,1,0.3192,1.4923
06/01/2016,485,Italy,Fender Set - Mountain,21.98,21.98,1,1.7584,8.2205
06/01/2016,485,India,Fender Set - Mountain,21.98,21.98,1,1.7584,8.2205
06/01/2016,541,India,Touring Tire,28.99,28.99,1,2.3192,10.8423
06/01/2016,580,Italy,"Road-350-W Yellow, 40",1700.99,1700.99,1,136.0792,1082.51
06/01/2016,214,Canada,"Sport-100 Helmet, Red",34.99,34.99,1,2.7992,13.0863
06/01/2016,529,France,Road Tire Tube,3.99,3.99,1,0.3192,1.4923
06/01/2016,481,Germany,"Racing Socks, M",8.99,8.99,1,0.7192,3.3623
06/01/2016,484,Italy,Bike Wash - Dissolver,7.95,7.95,1,0.636,2.9733
06/01/2016,491,Italy,"Short-Sleeve Classic Jersey, XL",53.99,53.99,1,4.3192,41.5723
06/01/2016,472,Australia,"Classic Vest, M",63.5,63.5,1,5.08,23.749
06/01/2016,474,United States,"Women's Mountain Shorts, S",69.99,69.99,1,5.5992,26.1763
06/01/2016,536,Australia,ML Mountain Tire,29.99,29.99,1,2.3992,11.2163
06/01/2016,477,Germany,Water Bottle - 30 oz.,4.99,4.99,1,0.3992,1.8663
07/01/2016,314,Germany,"Road-150 Red, 56",3578.27,3578.27,1,286.2616,2171.2942
07/01/2016,377,Canada,"Road-250 Black, 52",2181.5625,2181.5625,1,174.525,1320.6838
07/01/2016,368,Italy,"Road-250 Red, 44",2443.35,2443.35,1,195.468,1518.7864
07/01/2016,467,Germany,"Half-Finger Gloves, L",24.49,24.49,1,1.9592,9.1593
07/01/2016,222,France,"Sport-100 Helmet, Blue",34.99,34.99,1,2.7992,13.0863
07/01/2016,217,France,"Sport-100 Helmet, Black",34.99,34.99,1,2.7992,13.0863
07/01/2016,225,India,AWC Logo Cap,8.99,8.99,1,0.7192,6.9223
07/01/2016,480,Germany,Patch Kit/8 Patches,2.29,2.29,1,0.1832,0.8565
07/01/2016,585,France,"Touring-3000 Blue, 44",742.35,742.35,1,59.388,461.4448
07/01/2016,605,Italy,"Road-750 Black, 48",539.99,539.99,1,43.1992,343.6496
07/01/2016,217,United States,"Sport-100 Helmet, Black",34.99,34.99,1,2.7992,13.0863
07/01/2016,480,India,Patch Kit/8 Patches,2.29,2.29,1,0.1832,0.8565
07/01/2016,540,Italy,HL Road Tire,32.6,32.6,1,2.608,12.1924
07/01/2016,486,Canada,All-Purpose Bike Stand,159,159,1,12.72,59.466
07/01/2016,237,United States,"Long-Sleeve Logo Jersey, XL",49.99,49.99,1,3.9992,38.4923
07/01/2016,479,India,Road Bottle Cage,8.99,8.99,1,0.7192,3.3623
07/01/2016,214,United States,"Sport-100 Helmet, Red",34.99,34.99,1,2.7992,13.0863
07/01/2016,477,United States,Water Bottle - 30 oz.,4.99,4.99,1,0.3992,1.8663
07/01/2016,214,Canada,"Sport-100 Helmet, Red",34.99,34.99,1,2.7992,13.0863
07/01/2016,593,Germany,"Mountain-500 Silver, 44",564.99,564.99,1,45.1992,308.2179
07/01/2016,478,Italy,Mountain Bottle Cage,9.99,9.99,1,0.7992,3.7363
07/01/2016,528,France,Mountain Tire Tube,4.99,4.99,1,0.3992,1.8663
07/01/2016,480,France,Patch Kit/8 Patches,2.29,2.29,1,0.1832,0.8565
07/01/2016,363,Canada,"Mountain-200 Black, 46",2294.99,2294.99,1,183.5992,1251.9813
07/01/2016,537,Italy,HL Mountain Tire,35,35,1,2.8,13.09
07/01/2016,478,Australia,Mountain Bottle Cage,9.99,9.99,1,0.7992,3.7363
07/01/2016,355,France,"Mountain-200 Silver, 42",2319.99,2319.99,1,185.5992,1265.6195
07/01/2016,485,United States,Fender Set - Mountain,21.98,21.98,1,1.7584,8.2205
07/01/2016,382,India,"Road-550-W Yellow, 38",1120.49,1120.49,1,89.6392,713.0798
07/01/2016,581,Australia,"Road-350-W Yellow, 42",1700.99,1700.99,1,136.0792,1082.51
08/01/2016,337,Germany,"Road-650 Black, 62",782.99,782.99,1,62.6392,486.7066
08/01/2016,234,Italy,"Long-Sleeve Logo Jersey, L",49.99,49.99,1,3.9992,38.4923
08/01/2016,214,India,"Sport-100 Helmet, Red",34.99,34.99,1,2.7992,13.0863
08/01/2016,486,Australia,All-Purpose Bike Stand,159,159,1,12.72,59.466
08/01/2016,217,United States,"Sport-100 Helmet, Black",34.99,34.99,1,2.7992,13.0863
08/01/2016,484,Germany,Bike Wash - Dissolver,7.95,7.95,1,0.636,2.9733
08/01/2016,540,United States,HL Road Tire,32.6,32.6,1,2.608,12.1924
08/01/2016,477,Italy,Water Bottle - 30 oz.,4.99,4.99,1,0.3992,1.8663
08/01/2016,477,France,Water Bottle - 30 oz.,4.99,4.99,1,0.3992,1.8663
08/01/2016,574,India,"Touring-1000 Blue, 50",2384.07,2384.07,1,190.7256,1481.9379
08/01/2016,539,France,ML Road Tire,24.99,24.99,1,1.9992,9.3463
08/01/2016,361,Australia,"Mountain-200 Black, 42",2294.99,2294.99,1,183.5992,1251.9813
08/01/2016,479,United States,Road Bottle Cage,8.99,8.99,1,0.7192,3.3623
08/01/2016,604,Australia,"Road-750 Black, 44",539.99,539.99,1,43.1992,343.6496
08/01/2016,477,Germany,Water Bottle - 30 oz.,4.99,4.99,1,0.3992,1.8663
08/01/2016,477,Germany,Water Bottle - 30 oz.,4.99,4.99,1,0.3992,1.8663
08/01/2016,217,Australia,"Sport-100 Helmet, Black",34.99,34.99,1,2.7992,13.0863
08/01/2016,480,France,Patch Kit/8 Patches,2.29,2.29,1,0.1832,0.8565
08/01/2016,540,Germany,HL Road Tire,32.6,32.6,1,2.608,12.1924
08/01/2016,596,Italy,"Mountain-500 Black, 40",539.99,539.99,1,43.1992,294.5797
08/01/2016,580,France,"Road-350-W Yellow, 40",1700.99,1700.99,1,136.0792,1082.51
08/01/2016,225,France,AWC Logo Cap,8.99,8.99,1,0.7192,6.9223
08/01/2016,539,France,ML Road Tire,24.99,24.99,1,1.9992,9.3463
08/01/2016,528,Canada,Mountain Tire Tube,4.99,4.99,1,0.3992,1.8663
08/01/2016,217,India,"Sport-100 Helmet, Black",34.99,34.99,1,2.7992,13.0863
08/01/2016,567,United States,"Touring-3000 Blue, 62",742.35,742.35,1,59.388,461.4448
08/01/2016,479,India,Road Bottle Cage,8.99,8.99,1,0.7192,3.3623
08/01/2016,491,United States,"Short-Sleeve Classic Jersey, XL",53.99,53.99,1,4.3192,41.5723
08/01/2016,477,France,Water Bottle - 30 oz.,4.99,4.99,1,0.3992,1.8663
08/01/2016,476,Germany,"Women's Mountain Shorts, L",69.99,69.99,1,5.5992,26.1763
08/01/2016,487,France,Hydration Pack - 70 oz.,54.99,54.99,1,4.3992,20.5663
08/01/2016,567,Germany,"Touring-3000 Blue, 62",742.35,742.35,1,59.388,461.4448
08/01/2016,353,Germany,"Mountain-200 Silver, 38",2319.99,2319.99,1,185.5992,1265.6195
08/01/2016,528,France,Mountain Tire Tube,4.99,4.99,1,0.3992,1.8663
09/01/2016,313,Canada,"Road-150 Red, 52",3578.27,3578.27,1,286.2616,2171.2942
09/01/2016,311,United States,"Road-150 Red, 44",3578.27,3578.27,1,286.2616,2171.2942
09/01/2016,371,Germany,"Road-250 Red, 58",2181.5625,2181.5625,1,174.525,1320.6838
09/01/2016,234,United States,"Long-Sleeve Logo Jersey, L",49.99,49.99,1,3.9992,38.4923
09/01/2016,480,France,Patch Kit/8 Patches,2.29,2.29,1,0.1832,0.8565
09/01/2016,540,India,HL Road Tire,32.6,32.6,1,2.608,12.1924
09/01/2016,528,Germany,Mountain Tire Tube,4.99,4.99,1,0.3992,1.8663
09/01/2016,353,Canada,"Mountain-200 Silver, 38",2319.99,2319.99,1,185.5992,1265.6195
09/01/2016,528,Italy,Mountain Tire Tube,4.99,4.99,1,0.3992,1.8663
09/01/2016,225,Italy,AWC Logo Cap,8.99,8.99,1,0.7192,6.9223
09/01/2016,475,India,"Women's Mountain Shorts, M",69.99,69.99,1,5.5992,26.1763
09/01/2016,529,India,Road Tire Tube,3.99,3.99,1,0.3192,1.4923
09/01/2016,537,Italy,HL Mountain Tire,35,35,1,2.8,13.09
09/01/2016,478,Canada,Mountain Bottle Cage,9.99,9.99,1,0.7992,3.7363
09/01/2016,214,France,"Sport-100 Helmet, Red",34.99,34.99,1,2.7992,13.0863
09/01/2016,484,Canada,Bike Wash - Dissolver,7.95,7.95,1,0.636,2.9733
09/01/2016,480,Australia,Patch Kit/8 Patches,2.29,2.29,1,0.1832,0.8565
09/01/2016,487,India,Hydration Pack - 70 oz.,54.99,54.99,1,4.3992,20.5663
09/01/2016,477,Italy,Water Bottle - 30 oz.,4.99,4.99,1,0.3992,1.8663
09/01/2016,529,India,Road Tire Tube,3.99,3.99,1,0.3192,1.4923
09/01/2016,574,France,"Touring-1000 Blue, 50",2384.07,2384.07,1,190.7256,1481.9379
09/01/2016,214,France,"Sport-100 Helmet, Red",34.99,34.99,1,2.7992,13.0863
09/01/2016,463,United States,"Half-Finger Gloves, S",24.49,24.49,1,1.9592,9.1593
09/01/2016,480,Australia,Patch Kit/8 Patches,2.29,2.29,1,0.1832,0.8565
09/01/2016,477,Germany,Water Bottle - 30 oz.,4.99,4.99,1,0.3992,1.8663
09/01/2016,487,India,Hydration Pack - 70 oz.,54.99,54.99,1,4.3992,20.5663
09/01/2016,481,Germany,"Racing Socks, M",8.99,8.99,1,0.7192,3.3623
09/01/2016,561,Canada,"Touring-1000 Yellow, 46",2384.07,2384.07,1,190.7256,1481.9379
09/01/2016,480,Germany,Patch Kit/8 Patches,2.29,2.29,1,0.1832,0.8565
09/01/2016,491,United States,"Short-Sleeve Classic Jersey, XL",53.99,53.99,1,4.3192,41.5723
09/01/2016,490,Australia,"Short-Sleeve Classic Jersey, L",53.99,53.99,1,4.3192,41.5723
09/01/2016,595,Canada,"Mountain-500 Silver, 52",564.99,564.99,1,45.1992,308.2179
09/01/2016,463,Australia,"Half-Finger Gloves, S",24.49,24.49,1,1.9592,9.1593
09/01/2016,217,United States,"Sport-100 Helmet, Black",34.99,34.99,1,2.7992,13.0863
09/01/2016,539,Australia,ML Road Tire,24.99,24.99,1,1.9992,9.3463
10/01/2016,312,France,"Road-150 Red, 48",3578.27,3578.27,1,286.2616,2171.2942
10/01/2016,375,Italy,"Road-250 Black, 48",2181.5625,2181.5625,1,174.525,1320.6838
10/01/2016,369,Italy,"Road-250 Red, 48",2443.35,2443.35,1,195.468,1518.7864
10/01/2016,360,Australia,"Mountain-200 Black, 42",2049.0982,2049.0982,1,163.9279,1105.81
10/01/2016,358,Canada,"Mountain-200 Black, 38",2049.0982,2049.0982,1,163.9279,1105.81
10/01/2016,382,Canada,"Road-550-W Yellow, 38",1120.49,1120.49,1,89.6392,713.0798
10/01/2016,382,Australia,"Road-550-W Yellow, 38",1120.49,1120.49,1,89.6392,713.0798
10/01/2016,583,Australia,"Road-350-W Yellow, 48",1700.99,1700.99,1,136.0792,1082.51
10/01/2016,225,Italy,AWC Logo Cap,8.99,8.99,1,0.7192,6.9223
10/01/2016,355,United States,"Mountain-200 Silver, 42",2319.99,2319.99,1,185.5992,1265.6195
10/01/2016,529,Australia,Road Tire Tube,3.99,3.99,1,0.3192,1.4923
10/01/2016,374,Italy,"Road-250 Black, 44",2443.35,2443.35,1,195.468,1554.9479
10/01/2016,529,Canada,Road Tire Tube,3.99,3.99,1,0.3192,1.4923
10/01/2016,528,France,Mountain Tire Tube,4.99,4.99,1,0.3992,1.8663
10/01/2016,582,Germany,"Road-350-W Yellow, 44",1700.99,1700.99,1,136.0792,1082.51
10/01/2016,214,Germany,"Sport-100 Helmet, Red",34.99,34.99,1,2.7992,13.0863
10/01/2016,225,Canada,AWC Logo Cap,8.99,8.99,1,0.7192,6.9223
10/01/2016,222,United States,"Sport-100 Helmet, Blue",34.99,34.99,1,2.7992,13.0863
10/01/2016,479,Canada,Road Bottle Cage,8.99,8.99,1,0.7192,3.3623
10/01/2016,480,France,Patch Kit/8 Patches,2.29,2.29,1,0.1832,0.8565
10/01/2016,465,United States,"Half-Finger Gloves, M",24.49,24.49,1,1.9592,9.1593
10/01/2016,485,Canada,Fender Set - Mountain,21.98,21.98,1,1.7584,8.2205
